# All Function Definitions in ServerSentry
# Generated: Sun May 25 17:20:24 +03 2025
# Format: FUNCTION_NAME | FILE | LINE_NUMBER | TYPE

test_process_plugin_check_json_output | ./tests/unit/plugins/process_plugin_test.sh | 458 | standard
test_process_plugin_check_thresholds | ./tests/unit/plugins/process_plugin_test.sh | 541 | standard
test_process_plugin_check_performance | ./tests/unit/plugins/process_plugin_test.sh | 613 | standard
test_process_plugin_check_regex_patterns | ./tests/unit/plugins/process_plugin_test.sh | 655 | standard
test_process_plugin_check_detailed_info | ./tests/unit/plugins/process_plugin_test.sh | 709 | standard
test_process_plugin_check_array_handling | ./tests/unit/plugins/process_plugin_test.sh | 779 | standard
run_process_plugin_tests | ./tests/unit/plugins/process_plugin_test.sh | 842 | standard
test_pass | ./tests/unit/plugins/disk_plugin_test.sh | 26 | standard
test_fail | ./tests/unit/plugins/disk_plugin_test.sh | 33 | standard
generate_df_output | ./tests/unit/plugins/disk_plugin_test.sh | 42 | standard
generate_df_output_multiple | ./tests/unit/plugins/disk_plugin_test.sh | 56 | standard
generate_df_output_macos | ./tests/unit/plugins/disk_plugin_test.sh | 70 | standard
setup_disk_test | ./tests/unit/plugins/disk_plugin_test.sh | 86 | standard
teardown_disk_test | ./tests/unit/plugins/disk_plugin_test.sh | 101 | standard
test_disk_plugin_info | ./tests/unit/plugins/disk_plugin_test.sh | 108 | standard
test_disk_plugin_configure_valid | ./tests/unit/plugins/disk_plugin_test.sh | 121 | standard
test_disk_plugin_check_basic | ./tests/unit/plugins/disk_plugin_test.sh | 162 | standard
test_disk_plugin_check_multiple_filesystems | ./tests/unit/plugins/disk_plugin_test.sh | 192 | standard
test_disk_plugin_check_filesystem_exclusions | ./tests/unit/plugins/disk_plugin_test.sh | 249 | standard
test_disk_plugin_check_mount_exclusions | ./tests/unit/plugins/disk_plugin_test.sh | 310 | standard
test_disk_plugin_check_specific_path | ./tests/unit/plugins/disk_plugin_test.sh | 371 | standard
test_disk_plugin_check_macos_compatibility | ./tests/unit/plugins/disk_plugin_test.sh | 422 | standard
test_disk_plugin_check_df_failure | ./tests/unit/plugins/disk_plugin_test.sh | 465 | standard
test_disk_plugin_check_full_disk | ./tests/unit/plugins/disk_plugin_test.sh | 503 | standard
test_disk_plugin_check_invalid_percentage | ./tests/unit/plugins/disk_plugin_test.sh | 543 | standard
test_disk_plugin_check_json_output | ./tests/unit/plugins/disk_plugin_test.sh | 586 | standard
test_disk_plugin_check_performance | ./tests/unit/plugins/disk_plugin_test.sh | 652 | standard
test_disk_plugin_check_fallback | ./tests/unit/plugins/disk_plugin_test.sh | 690 | standard
test_disk_plugin_check_mount_array | ./tests/unit/plugins/disk_plugin_test.sh | 723 | standard
run_disk_plugin_tests | ./tests/unit/plugins/disk_plugin_test.sh | 777 | standard
setup_network_failure_tests | ./tests/unit/error_handling/network_failure_test.sh | 30 | standard
cleanup_network_failure_tests | ./tests/unit/error_handling/network_failure_test.sh | 49 | standard
test_slack_network_failure | ./tests/unit/error_handling/network_failure_test.sh | 56 | standard
test_teams_network_failure | ./tests/unit/error_handling/network_failure_test.sh | 93 | standard
test_email_smtp_failure | ./tests/unit/error_handling/network_failure_test.sh | 130 | standard
test_notification_timeout | ./tests/unit/error_handling/network_failure_test.sh | 167 | standard
test_dns_resolution_failure | ./tests/unit/error_handling/network_failure_test.sh | 213 | standard
test_retry_mechanism | ./tests/unit/error_handling/network_failure_test.sh | 250 | standard
test_fallback_notification | ./tests/unit/error_handling/network_failure_test.sh | 313 | standard
test_network_recovery | ./tests/unit/error_handling/network_failure_test.sh | 354 | standard
main | ./tests/unit/error_handling/network_failure_test.sh | 399 | standard
setup_disk_full_tests | ./tests/unit/error_handling/disk_full_test.sh | 28 | standard
cleanup_disk_full_tests | ./tests/unit/error_handling/disk_full_test.sh | 42 | standard
test_disk_full_monitoring | ./tests/unit/error_handling/disk_full_test.sh | 49 | standard
test_log_rotation_disk_full | ./tests/unit/error_handling/disk_full_test.sh | 88 | standard
test_config_access_disk_full | ./tests/unit/error_handling/disk_full_test.sh | 125 | standard
test_temp_file_disk_full | ./tests/unit/error_handling/disk_full_test.sh | 175 | standard
test_disk_usage_calculation | ./tests/unit/error_handling/disk_full_test.sh | 212 | standard
test_disk_full_error_messages | ./tests/unit/error_handling/disk_full_test.sh | 253 | standard
main | ./tests/unit/error_handling/disk_full_test.sh | 293 | standard
setup_permission_tests | ./tests/unit/error_handling/permission_denied_test.sh | 27 | standard
cleanup_permission_tests | ./tests/unit/error_handling/permission_denied_test.sh | 50 | standard
test_file_read_permission | ./tests/unit/error_handling/permission_denied_test.sh | 63 | standard
test_file_write_permission | ./tests/unit/error_handling/permission_denied_test.sh | 95 | standard
test_directory_read_permission | ./tests/unit/error_handling/permission_denied_test.sh | 122 | standard
test_directory_write_permission | ./tests/unit/error_handling/permission_denied_test.sh | 154 | standard
test_log_file_permissions | ./tests/unit/error_handling/permission_denied_test.sh | 182 | standard
test_config_file_permissions | ./tests/unit/error_handling/permission_denied_test.sh | 219 | standard
test_temp_directory_permissions | ./tests/unit/error_handling/permission_denied_test.sh | 264 | standard
test_permission_escalation_prevention | ./tests/unit/error_handling/permission_denied_test.sh | 300 | standard
main | ./tests/unit/error_handling/permission_denied_test.sh | 346 | standard
test_pass | ./tests/unit/notifications/notifications_teams_test.sh | 30 | standard
test_fail | ./tests/unit/notifications/notifications_teams_test.sh | 37 | standard
generate_valid_teams_response | ./tests/unit/notifications/notifications_teams_test.sh | 46 | standard
generate_error_teams_response | ./tests/unit/notifications/notifications_teams_test.sh | 50 | standard
generate_test_webhook_url | ./tests/unit/notifications/notifications_teams_test.sh | 54 | standard
generate_invalid_webhook_url | ./tests/unit/notifications/notifications_teams_test.sh | 58 | standard
generate_test_json_metrics | ./tests/unit/notifications/notifications_teams_test.sh | 62 | standard
generate_test_alert_data | ./tests/unit/notifications/notifications_teams_test.sh | 66 | standard
setup_teams_test | ./tests/unit/notifications/notifications_teams_test.sh | 77 | standard
teardown_teams_test | ./tests/unit/notifications/notifications_teams_test.sh | 90 | standard
test_teams_provider_info | ./tests/unit/notifications/notifications_teams_test.sh | 97 | standard
test_teams_provider_configure_valid | ./tests/unit/notifications/notifications_teams_test.sh | 114 | standard
test_teams_provider_configure_missing_webhook | ./tests/unit/notifications/notifications_teams_test.sh | 151 | standard
test_teams_provider_configure_invalid_webhook | ./tests/unit/notifications/notifications_teams_test.sh | 178 | standard
test_teams_provider_send_success | ./tests/unit/notifications/notifications_teams_test.sh | 204 | standard
test_teams_provider_send_curl_failure | ./tests/unit/notifications/notifications_teams_test.sh | 232 | standard
test_teams_provider_send_api_error | ./tests/unit/notifications/notifications_teams_test.sh | 255 | standard
test_teams_provider_send_no_curl | ./tests/unit/notifications/notifications_teams_test.sh | 278 | standard
test_teams_provider_send_different_statuses | ./tests/unit/notifications/notifications_teams_test.sh | 301 | standard
test_teams_provider_send_complex_metrics | ./tests/unit/notifications/notifications_teams_test.sh | 329 | standard
test_teams_provider_send_invalid_json | ./tests/unit/notifications/notifications_teams_test.sh | 354 | standard
test_teams_provider_send_empty_metrics | ./tests/unit/notifications/notifications_teams_test.sh | 379 | standard
test_teams_provider_test | ./tests/unit/notifications/notifications_teams_test.sh | 399 | standard
test_teams_provider_validate_valid | ./tests/unit/notifications/notifications_teams_test.sh | 419 | standard
test_teams_provider_validate_no_curl | ./tests/unit/notifications/notifications_teams_test.sh | 440 | standard
test_teams_provider_validate_invalid_webhook | ./tests/unit/notifications/notifications_teams_test.sh | 460 | standard
test_teams_provider_validate_disabled | ./tests/unit/notifications/notifications_teams_test.sh | 480 | standard
test_teams_provider_status | ./tests/unit/notifications/notifications_teams_test.sh | 500 | standard
test_teams_provider_timeout_configuration | ./tests/unit/notifications/notifications_teams_test.sh | 527 | standard
test_teams_provider_send_long_message | ./tests/unit/notifications/notifications_teams_test.sh | 556 | standard
test_teams_provider_send_special_characters | ./tests/unit/notifications/notifications_teams_test.sh | 582 | standard
test_teams_provider_send_unicode_characters | ./tests/unit/notifications/notifications_teams_test.sh | 605 | standard
test_teams_provider_configure_precedence | ./tests/unit/notifications/notifications_teams_test.sh | 628 | standard
test_teams_provider_send_performance | ./tests/unit/notifications/notifications_teams_test.sh | 659 | standard
teams_multiple_sends | ./tests/unit/notifications/notifications_teams_test.sh | 689 | standard
test_teams_provider_integration | ./tests/unit/notifications/notifications_teams_test.sh | 700 | standard
run_teams_tests | ./tests/unit/notifications/notifications_teams_test.sh | 739 | standard
test_pass | ./tests/unit/notifications/notifications_slack_test.sh | 30 | standard
test_fail | ./tests/unit/notifications/notifications_slack_test.sh | 37 | standard
generate_valid_slack_response | ./tests/unit/notifications/notifications_slack_test.sh | 46 | standard
generate_error_slack_response | ./tests/unit/notifications/notifications_slack_test.sh | 50 | standard
generate_test_webhook_url | ./tests/unit/notifications/notifications_slack_test.sh | 54 | standard
generate_invalid_webhook_url | ./tests/unit/notifications/notifications_slack_test.sh | 58 | standard
generate_test_json_metrics | ./tests/unit/notifications/notifications_slack_test.sh | 62 | standard
generate_test_alert_data | ./tests/unit/notifications/notifications_slack_test.sh | 66 | standard
generate_complex_metrics | ./tests/unit/notifications/notifications_slack_test.sh | 75 | standard
setup_slack_test | ./tests/unit/notifications/notifications_slack_test.sh | 104 | standard
teardown_slack_test | ./tests/unit/notifications/notifications_slack_test.sh | 119 | standard
test_slack_provider_info | ./tests/unit/notifications/notifications_slack_test.sh | 126 | standard
test_slack_provider_configure_valid | ./tests/unit/notifications/notifications_slack_test.sh | 143 | standard
test_slack_provider_configure_minimal | ./tests/unit/notifications/notifications_slack_test.sh | 186 | standard
test_slack_provider_configure_missing_webhook | ./tests/unit/notifications/notifications_slack_test.sh | 217 | standard
test_slack_provider_configure_invalid_webhook | ./tests/unit/notifications/notifications_slack_test.sh | 244 | standard
test_slack_provider_configure_nonexistent | ./tests/unit/notifications/notifications_slack_test.sh | 270 | standard
test_slack_provider_configure_empty | ./tests/unit/notifications/notifications_slack_test.sh | 285 | standard
test_slack_provider_send_success | ./tests/unit/notifications/notifications_slack_test.sh | 305 | standard
test_slack_provider_send_curl_failure | ./tests/unit/notifications/notifications_slack_test.sh | 335 | standard
test_slack_provider_send_api_error | ./tests/unit/notifications/notifications_slack_test.sh | 358 | standard
test_slack_provider_send_no_curl | ./tests/unit/notifications/notifications_slack_test.sh | 381 | standard
test_slack_provider_send_no_jq | ./tests/unit/notifications/notifications_slack_test.sh | 404 | standard
test_slack_provider_send_different_statuses | ./tests/unit/notifications/notifications_slack_test.sh | 430 | standard
test_slack_provider_send_basic_metrics | ./tests/unit/notifications/notifications_slack_test.sh | 459 | standard
test_slack_provider_send_complex_metrics | ./tests/unit/notifications/notifications_slack_test.sh | 484 | standard
test_slack_provider_send_empty_metrics | ./tests/unit/notifications/notifications_slack_test.sh | 510 | standard
test_slack_provider_send_invalid_json | ./tests/unit/notifications/notifications_slack_test.sh | 530 | standard
test_slack_provider_send_text_details | ./tests/unit/notifications/notifications_slack_test.sh | 555 | standard
test_slack_provider_test | ./tests/unit/notifications/notifications_slack_test.sh | 577 | standard
test_slack_provider_validate_valid | ./tests/unit/notifications/notifications_slack_test.sh | 597 | standard
test_slack_provider_validate_no_curl | ./tests/unit/notifications/notifications_slack_test.sh | 618 | standard
test_slack_provider_validate_invalid_webhook | ./tests/unit/notifications/notifications_slack_test.sh | 638 | standard
test_slack_provider_validate_disabled | ./tests/unit/notifications/notifications_slack_test.sh | 658 | standard
test_slack_provider_status | ./tests/unit/notifications/notifications_slack_test.sh | 678 | standard
test_slack_provider_payload_structure | ./tests/unit/notifications/notifications_slack_test.sh | 708 | standard
test_slack_provider_field_validation | ./tests/unit/notifications/notifications_slack_test.sh | 759 | standard
test_slack_provider_config_in_payload | ./tests/unit/notifications/notifications_slack_test.sh | 782 | standard
test_slack_provider_send_webhook_timeout | ./tests/unit/notifications/notifications_slack_test.sh | 810 | standard
test_slack_provider_send_invalid_url_response | ./tests/unit/notifications/notifications_slack_test.sh | 834 | standard
test_slack_provider_send_large_payload | ./tests/unit/notifications/notifications_slack_test.sh | 861 | standard
test_slack_provider_send_special_characters | ./tests/unit/notifications/notifications_slack_test.sh | 897 | standard
test_slack_provider_send_performance | ./tests/unit/notifications/notifications_slack_test.sh | 922 | standard
slack_multiple_sends | ./tests/unit/notifications/notifications_slack_test.sh | 951 | standard
run_slack_tests | ./tests/unit/notifications/notifications_slack_test.sh | 961 | standard
test_pass | ./tests/unit/notifications/notifications_email_test.sh | 30 | standard
test_fail | ./tests/unit/notifications/notifications_email_test.sh | 37 | standard
generate_valid_smtp_config | ./tests/unit/notifications/notifications_email_test.sh | 46 | standard
generate_invalid_smtp_config | ./tests/unit/notifications/notifications_email_test.sh | 59 | standard
generate_test_email_content | ./tests/unit/notifications/notifications_email_test.sh | 71 | standard
generate_test_alert_data | ./tests/unit/notifications/notifications_email_test.sh | 91 | standard
setup_email_test | ./tests/unit/notifications/notifications_email_test.sh | 102 | standard
teardown_email_test | ./tests/unit/notifications/notifications_email_test.sh | 121 | standard
test_email_provider_info | ./tests/unit/notifications/notifications_email_test.sh | 128 | standard
test_email_provider_configure_valid | ./tests/unit/notifications/notifications_email_test.sh | 145 | standard
test_email_provider_configure_missing_smtp | ./tests/unit/notifications/notifications_email_test.sh | 182 | standard
test_email_provider_configure_invalid_emails | ./tests/unit/notifications/notifications_email_test.sh | 211 | standard
test_email_provider_send_success | ./tests/unit/notifications/notifications_email_test.sh | 241 | standard
test_email_provider_send_no_mail_command | ./tests/unit/notifications/notifications_email_test.sh | 272 | standard
test_email_provider_send_different_commands | ./tests/unit/notifications/notifications_email_test.sh | 297 | standard
test_email_provider_send_different_statuses | ./tests/unit/notifications/notifications_email_test.sh | 329 | standard
test_email_provider_send_complex_metrics | ./tests/unit/notifications/notifications_email_test.sh | 359 | standard
test_email_provider_send_special_characters | ./tests/unit/notifications/notifications_email_test.sh | 383 | standard
test_email_provider_send_unicode_characters | ./tests/unit/notifications/notifications_email_test.sh | 408 | standard
test_email_provider_test | ./tests/unit/notifications/notifications_email_test.sh | 433 | standard
test_email_provider_validate_valid | ./tests/unit/notifications/notifications_email_test.sh | 455 | standard
test_email_provider_validate_no_mail | ./tests/unit/notifications/notifications_email_test.sh | 478 | standard
test_email_provider_validate_invalid_emails | ./tests/unit/notifications/notifications_email_test.sh | 500 | standard
test_email_provider_status | ./tests/unit/notifications/notifications_email_test.sh | 522 | standard
test_email_provider_send_multiple_recipients | ./tests/unit/notifications/notifications_email_test.sh | 551 | standard
test_email_provider_send_custom_subject | ./tests/unit/notifications/notifications_email_test.sh | 576 | standard
test_email_provider_send_smtp_auth | ./tests/unit/notifications/notifications_email_test.sh | 602 | standard
test_email_provider_send_performance | ./tests/unit/notifications/notifications_email_test.sh | 632 | standard
email_multiple_sends | ./tests/unit/notifications/notifications_email_test.sh | 663 | standard
test_email_provider_template_processing | ./tests/unit/notifications/notifications_email_test.sh | 672 | standard
test_email_provider_configure_precedence | ./tests/unit/notifications/notifications_email_test.sh | 700 | standard
run_email_tests | ./tests/unit/notifications/notifications_email_test.sh | 732 | standard
print_header | ./tests/reset_serversentry.sh | 44 | standard
print_success | ./tests/reset_serversentry.sh | 48 | standard
print_warning | ./tests/reset_serversentry.sh | 52 | standard
print_error | ./tests/reset_serversentry.sh | 56 | standard
print_info | ./tests/reset_serversentry.sh | 60 | standard
print_separator | ./tests/reset_serversentry.sh | 64 | standard
parse_arguments | ./tests/reset_serversentry.sh | 75 | standard
show_help | ./tests/reset_serversentry.sh | 104 | standard
execute_command | ./tests/reset_serversentry.sh | 135 | standard
execute_command_verbose | ./tests/reset_serversentry.sh | 149 | standard
stop_services | ./tests/reset_serversentry.sh | 161 | standard
remove_runtime_files | ./tests/reset_serversentry.sh | 230 | standard
clear_logs | ./tests/reset_serversentry.sh | 271 | standard
clear_cache_and_temp | ./tests/reset_serversentry.sh | 322 | standard
reset_plugin_state | ./tests/reset_serversentry.sh | 371 | standard
clear_diagnostics | ./tests/reset_serversentry.sh | 413 | standard
reset_configuration | ./tests/reset_serversentry.sh | 441 | standard
clear_environment | ./tests/reset_serversentry.sh | 495 | standard
recreate_directories | ./tests/reset_serversentry.sh | 521 | standard
verify_reset | ./tests/reset_serversentry.sh | 557 | standard
show_reset_summary | ./tests/reset_serversentry.sh | 610 | standard
main | ./tests/reset_serversentry.sh | 639 | standard
util_command_exists | ./tests/test_framework.sh | 68 | standard
log_debug | ./tests/test_framework.sh | 73 | standard
log_info | ./tests/test_framework.sh | 74 | standard
log_warning | ./tests/test_framework.sh | 75 | standard
log_error | ./tests/test_framework.sh | 76 | standard
get_timestamp | ./tests/test_framework.sh | 79 | standard
format_bytes | ./tests/test_framework.sh | 84 | standard
compat_get_os | ./tests/test_framework.sh | 100 | standard
print_success | ./tests/test_framework.sh | 111 | standard
print_error | ./tests/test_framework.sh | 119 | standard
print_warning | ./tests/test_framework.sh | 127 | standard
print_info | ./tests/test_framework.sh | 135 | standard
print_header | ./tests/test_framework.sh | 143 | standard
print_separator | ./tests/test_framework.sh | 154 | standard
print_test_header | ./tests/test_framework.sh | 159 | standard
print_test_suite_header | ./tests/test_framework.sh | 168 | standard
print_test_suite_summary | ./tests/test_framework.sh | 176 | standard
assert_equals | ./tests/test_framework.sh | 211 | standard
assert_not_equals | ./tests/test_framework.sh | 226 | standard
assert_contains | ./tests/test_framework.sh | 241 | standard
assert_not_contains | ./tests/test_framework.sh | 256 | standard
assert_true | ./tests/test_framework.sh | 271 | standard
assert_false | ./tests/test_framework.sh | 284 | standard
assert_file_exists | ./tests/test_framework.sh | 297 | standard
assert_file_not_exists | ./tests/test_framework.sh | 310 | standard
assert_directory_exists | ./tests/test_framework.sh | 323 | standard
assert_command_exists | ./tests/test_framework.sh | 336 | standard
assert_exit_code | ./tests/test_framework.sh | 349 | standard
assert_numeric_equals | ./tests/test_framework.sh | 364 | standard
assert_numeric_greater | ./tests/test_framework.sh | 386 | standard
assert_numeric_less | ./tests/test_framework.sh | 408 | standard
create_mock_function | ./tests/test_framework.sh | 432 | standard
create_mock_file | ./tests/test_framework.sh | 440 | standard
remove_mock_file | ./tests/test_framework.sh | 448 | standard
create_advanced_mock | ./tests/test_framework.sh | 454 | standard
setup_test_environment | ./tests/test_framework.sh | 463 | standard
cleanup_test_environment | ./tests/test_framework.sh | 477 | standard
cleanup_mocks | ./tests/test_framework.sh | 488 | standard
start_timer | ./tests/test_framework.sh | 504 | standard
end_timer | ./tests/test_framework.sh | 513 | standard
assert_performance | ./tests/test_framework.sh | 529 | standard
assert_json_valid | ./tests/test_framework.sh | 563 | standard
assert_json_contains | ./tests/test_framework.sh | 588 | standard
create_test_config | ./tests/test_framework.sh | 622 | standard
mock_curl | ./tests/test_framework.sh | 634 | standard
mock_ps | ./tests/test_framework.sh | 697 | standard
mock_pgrep | ./tests/test_framework.sh | 702 | standard
mock_top | ./tests/test_framework.sh | 707 | standard
mock_uname | ./tests/test_framework.sh | 712 | standard
mock_df | ./tests/test_framework.sh | 723 | standard
mock_du | ./tests/test_framework.sh | 728 | standard
mock_free | ./tests/test_framework.sh | 733 | standard
mock_vm_stat | ./tests/test_framework.sh | 738 | standard
mock_sysctl | ./tests/test_framework.sh | 743 | standard
mock_iostat | ./tests/test_framework.sh | 748 | standard
mock_uptime | ./tests/test_framework.sh | 753 | standard
capture_logs | ./tests/test_framework.sh | 760 | standard
stop_log_capture | ./tests/test_framework.sh | 770 | standard
assert_log_contains | ./tests/test_framework.sh | 776 | standard
run_test | ./tests/test_framework.sh | 798 | standard
print_global_summary | ./tests/test_framework.sh | 815 | standard
assert | ./tests/integration/security_integration_test.sh | 31 | standard
setup_test_environment | ./tests/integration/security_integration_test.sh | 66 | standard
cleanup_test_environment | ./tests/integration/security_integration_test.sh | 77 | standard
run_test | ./tests/integration/basic_test.sh | 29 | standard
setup_high_load_tests | ./tests/integration/scenarios/high_load_scenario.sh | 35 | standard
cleanup_high_load_tests | ./tests/integration/scenarios/high_load_scenario.sh | 52 | standard
create_cpu_load | ./tests/integration/scenarios/high_load_scenario.sh | 64 | standard
create_memory_load | ./tests/integration/scenarios/high_load_scenario.sh | 79 | standard
create_disk_load | ./tests/integration/scenarios/high_load_scenario.sh | 95 | standard
test_cpu_load_monitoring | ./tests/integration/scenarios/high_load_scenario.sh | 114 | standard
test_memory_load_monitoring | ./tests/integration/scenarios/high_load_scenario.sh | 161 | standard
test_disk_load_monitoring | ./tests/integration/scenarios/high_load_scenario.sh | 208 | standard
test_combined_load_scenario | ./tests/integration/scenarios/high_load_scenario.sh | 255 | standard
test_performance_degradation | ./tests/integration/scenarios/high_load_scenario.sh | 315 | standard
test_resource_cleanup_under_load | ./tests/integration/scenarios/high_load_scenario.sh | 356 | standard
test_logging_under_load | ./tests/integration/scenarios/high_load_scenario.sh | 397 | standard
main | ./tests/integration/scenarios/high_load_scenario.sh | 437 | standard
print_usage | ./tests/run_enhanced_tests.sh | 48 | standard
list_test_suites | ./tests/run_enhanced_tests.sh | 71 | standard
collect_test_files | ./tests/run_enhanced_tests.sh | 123 | standard
run_test_suite_enhanced | ./tests/run_enhanced_tests.sh | 166 | standard
run_category_tests | ./tests/run_enhanced_tests.sh | 251 | standard
generate_html_report | ./tests/run_enhanced_tests.sh | 274 | standard
print_comprehensive_summary | ./tests/run_enhanced_tests.sh | 402 | standard
check_prerequisites | ./tests/run_enhanced_tests.sh | 463 | standard
setup_test_environment | ./tests/run_enhanced_tests.sh | 493 | standard
main | ./tests/run_enhanced_tests.sh | 512 | standard
setup_performance_tests | ./tests/performance/benchmark_test.sh | 35 | standard
cleanup_performance_tests | ./tests/performance/benchmark_test.sh | 46 | standard
assert_performance | ./tests/performance/benchmark_test.sh | 51 | standard
test_config_parsing_performance | ./tests/performance/benchmark_test.sh | 76 | standard
test_cpu_plugin_performance | ./tests/performance/benchmark_test.sh | 92 | standard
test_memory_plugin_performance | ./tests/performance/benchmark_test.sh | 107 | standard
test_json_processing_performance | ./tests/performance/benchmark_test.sh | 122 | standard
test_memory_usage | ./tests/performance/benchmark_test.sh | 140 | standard
test_concurrent_execution | ./tests/performance/benchmark_test.sh | 172 | standard
test_load_performance | ./tests/performance/benchmark_test.sh | 230 | standard
main | ./tests/performance/benchmark_test.sh | 275 | standard
create_http_mock | ./tests/helpers/test_helpers.sh | 17 | standard
stop_http_mock | ./tests/helpers/test_helpers.sh | 42 | standard
create_mock_responses | ./tests/helpers/test_helpers.sh | 55 | standard
generate_random_config | ./tests/helpers/test_helpers.sh | 104 | standard
generate_test_metrics | ./tests/helpers/test_helpers.sh | 148 | standard
test_property | ./tests/helpers/test_helpers.sh | 213 | standard
measure_execution_time | ./tests/helpers/test_helpers.sh | 243 | standard
monitor_memory_usage | ./tests/helpers/test_helpers.sh | 261 | standard
simulate_network_failure | ./tests/helpers/test_helpers.sh | 285 | standard
simulate_disk_full | ./tests/helpers/test_helpers.sh | 299 | standard
simulate_cpu_load | ./tests/helpers/test_helpers.sh | 308 | standard
create_isolated_environment | ./tests/helpers/test_helpers.sh | 327 | standard
cleanup_isolated_environment | ./tests/helpers/test_helpers.sh | 342 | standard
run_tests_parallel | ./tests/helpers/test_helpers.sh | 355 | standard
track_function_calls | ./tests/helpers/test_helpers.sh | 395 | standard
generate_coverage_report | ./tests/helpers/test_helpers.sh | 403 | standard
cleanup_test_helpers | ./tests/helpers/test_helpers.sh | 454 | standard
tui_logs | ./lib/ui/tui/logs.sh | 6 | standard
tui_show_message | ./lib/ui/tui/utils.sh | 6 | standard
tui_plugin_management | ./lib/ui/tui/plugin.sh | 11 | standard
tui_list_plugins | ./lib/ui/tui/plugin.sh | 69 | standard
_get_available_plugins | ./lib/ui/tui/plugin.sh | 90 | standard
_get_enabled_plugins | ./lib/ui/tui/plugin.sh | 108 | standard
_update_plugins_config | ./lib/ui/tui/plugin.sh | 121 | standard
tui_enable_plugin | ./lib/ui/tui/plugin.sh | 167 | standard
tui_disable_plugin | ./lib/ui/tui/plugin.sh | 250 | standard
tui_configure_plugin | ./lib/ui/tui/plugin.sh | 315 | standard
tui_test_plugin | ./lib/ui/tui/plugin.sh | 411 | standard
tui_system_info | ./lib/ui/tui/sysinfo.sh | 11 | standard
init_advanced_tui | ./lib/ui/tui/advanced_tui.sh | 36 | standard
handle_tui_exit | ./lib/ui/tui/advanced_tui.sh | 87 | standard
handle_tui_resize | ./lib/ui/tui/advanced_tui.sh | 101 | standard
get_terminal_size | ./lib/ui/tui/advanced_tui.sh | 117 | standard
start_advanced_tui | ./lib/ui/tui/advanced_tui.sh | 128 | standard
show_dashboard | ./lib/ui/tui/advanced_tui.sh | 176 | standard
draw_header | ./lib/ui/tui/advanced_tui.sh | 212 | standard
draw_system_status_panel | ./lib/ui/tui/advanced_tui.sh | 240 | standard
draw_resource_usage_panel | ./lib/ui/tui/advanced_tui.sh | 276 | standard
draw_metric_bar | ./lib/ui/tui/advanced_tui.sh | 308 | standard
draw_activity_panel | ./lib/ui/tui/advanced_tui.sh | 343 | standard
draw_navigation_menu | ./lib/ui/tui/advanced_tui.sh | 369 | standard
draw_footer | ./lib/ui/tui/advanced_tui.sh | 381 | standard
handle_dashboard_input | ./lib/ui/tui/advanced_tui.sh | 389 | standard
show_plugin_screen | ./lib/ui/tui/advanced_tui.sh | 426 | standard
handle_plugin_input | ./lib/ui/tui/advanced_tui.sh | 468 | standard
show_composite_screen | ./lib/ui/tui/advanced_tui.sh | 490 | standard
handle_composite_input | ./lib/ui/tui/advanced_tui.sh | 527 | standard
show_anomaly_screen | ./lib/ui/tui/advanced_tui.sh | 549 | standard
handle_anomaly_input | ./lib/ui/tui/advanced_tui.sh | 569 | standard
show_notification_screen | ./lib/ui/tui/advanced_tui.sh | 591 | standard
handle_notification_input | ./lib/ui/tui/advanced_tui.sh | 628 | standard
show_log_screen | ./lib/ui/tui/advanced_tui.sh | 650 | standard
handle_log_input | ./lib/ui/tui/advanced_tui.sh | 671 | standard
show_config_screen | ./lib/ui/tui/advanced_tui.sh | 693 | standard
handle_config_input | ./lib/ui/tui/advanced_tui.sh | 712 | standard
tui_status | ./lib/ui/tui/status.sh | 8 | standard
tui_check | ./lib/ui/tui/status.sh | 17 | standard
tui_show_config | ./lib/ui/tui/config.sh | 11 | standard
tui_configure | ./lib/ui/tui/config.sh | 22 | standard
tui_notification_management | ./lib/ui/tui/notification.sh | 11 | standard
init_colors | ./lib/ui/cli/colors.sh | 26 | standard
print_success | ./lib/ui/cli/colors.sh | 140 | standard
print_warning | ./lib/ui/cli/colors.sh | 144 | standard
print_error | ./lib/ui/cli/colors.sh | 148 | standard
print_info | ./lib/ui/cli/colors.sh | 152 | standard
print_debug | ./lib/ui/cli/colors.sh | 156 | standard
print_critical | ./lib/ui/cli/colors.sh | 160 | standard
print_status | ./lib/ui/cli/colors.sh | 165 | standard
print_header | ./lib/ui/cli/colors.sh | 202 | standard
print_separator | ./lib/ui/cli/colors.sh | 222 | standard
create_progress_bar | ./lib/ui/cli/colors.sh | 236 | standard
create_metric_bar | ./lib/ui/cli/colors.sh | 269 | standard
print_table_header | ./lib/ui/cli/colors.sh | 344 | standard
print_table_row | ./lib/ui/cli/colors.sh | 365 | standard
show_spinner | ./lib/ui/cli/colors.sh | 374 | standard
print_box | ./lib/ui/cli/colors.sh | 406 | standard
show_help | ./lib/ui/cli/commands.sh | 13 | standard
process_commands | ./lib/ui/cli/commands.sh | 52 | standard
cmd_status | ./lib/ui/cli/commands.sh | 176 | standard
cmd_start | ./lib/ui/cli/commands.sh | 244 | standard
cmd_stop | ./lib/ui/cli/commands.sh | 263 | standard
cmd_check | ./lib/ui/cli/commands.sh | 290 | standard
